catégorie	lemme	relation	catégorie	lemme	compte	IM
NOUN	psychiatrie	nmod	NOUN	revue	1	14.565793542634747
VERB	passer	en	NOUN	banlieue	1	12.401406724733866
VERB	reposer	sur	NOUN	psychothérapie	1	17.42377453776232
VERB	exister	depuis	NOUN	trentaine	1	14.964342919125023
VERB	défendre	obj	NOUN	patrimoine	1	7.9159798975636235
NOUN	quai	nmod	NOUN	quai	1	13.21432117213337
NOUN	recours	nmod	NOUN	justice	1	11.787149917218672
VERB	décider	d’	VERB	renoncer	1	13.138372318900071
VERB	réussir	obj	NOUN	triple	1	11.005922022876423
VERB	multiplier	obj	NOUN	contre	1	4.7939056879450765
VERB	montrer	nsubj	NOUN	phénomène	1	9.493037200199433
VERB	lancer	obj	NOUN	blog	1	11.553409818178915
VERB	apporter	obj	NOUN	pierre	1	10.331017396842467
VERB	décider	nsubj	NOUN	édile	1	10.884615726654289
VERB	décider	d’	VERB	apporter	1	12.233949978882302
VERB	apporter	à	NOUN	tentative	1	11.81644422401271
VERB	lancer	avec	NOUN	défense	1	9.594051802676262
VERB	consulter	obj	NOUN	courrier	1	10.876880077874683
VERB	refuser	obj	NOUN	surtaxation	1	13.900212581705308
VERB	appliquer	obj	NOUN	surtaxation	1	15.42377453776232
VERB	refuser	malgré	NOUN	gavage	1	18.42377453776232
VERB	assurer	nsubj	NOUN	patron	1	6.8164442240127086
VERB	respecter	nsubj	NOUN	enseigne	1	10.609993346545282
NOUN	indemnisation	nmod	NOUN	ralentissement	1	14.03145711498356
VERB	indemniser	à	VERB	indemniser	1	17.101846442874958
VERB	attendre	à	NOUN	trimestre	1	10.243865447747385
VERB	attendre	avec	NOUN	indemnisation	1	14.616419615704716
VERB	recourir	à	NOUN	filiale	1	11.809064693647112
VERB	déplorer	obj	NOUN	sentiment	1	10.572025496346262
VERB	appeler	obj	NOUN	contrôleur	2	8.639139692204798
VERB	déplorer	nsubj	NOUN	grève	1	7.539604018653885
NOUN	responsabilité	nmod	NOUN	ministre	1	7.558041266910561
VERB	appeler	à	NOUN	responsabilité	1	7.505656686730547
VERB	fixe	obj	NOUN	objectif	1	10.956168987679323
VERB	assurer	obj	NOUN	tgv	8	11.735524228629142
VERB	fixe	nsubj	NOUN	patron	1	12.401406724733866
VERB	obtenir	obj	NOUN	remboursement	1	9.79259748205834
VERB	rembourser	à	NOUN	pourcent	1	9.178221831506638
VERB	prévoir	obj	NOUN	pourcent	1	4.930294318063052
VERB	devoir	nsubj	NOUN	train	1	4.559588393108039
NOUN	pourcent	nmod	NOUN	-	1	3.838635937554721
NOUN	pourcent	nmod	NOUN	end	1	8.472489822795348
VERB	annoncer	en	NOUN	week	1	7.850127350268997
VERB	supprimer	à	NOUN	cause	1	10.923928650679114
VERB	examiner	obj	NOUN	galerie	1	11.379380418403866
NOUN	tour	nmod	NOUN	chute	1	7.740779954080637
VERB	examiner	en	NOUN	province	1	14.616419615704716
VERB	exporter	obj	NOUN	million	1	9.299653225933133
VERB	exporter	obj	NOUN	pourcent	1	8.593259330785482
VERB	exporter	pour	NOUN	saint	1	16.101846442874958
VERB	payer	obj	NOUN	taxe	1	8.014383601624617
VERB	servir	nsubj	NOUN	prélèvement	1	12.294491520817353
VERB	servir	à	VERB	protéger	1	10.046564007373767
NOUN	baisse	nmod	NOUN	exportation	1	12.516883942153802
NOUN	chiffre	nmod	NOUN	fev	1	17.838812037041162
VERB	reculer	selon	NOUN	chiffre	1	12.469578227375445
VERB	durcir	obj	NOUN	assurance	2	9.671393891209426
NOUN	expert	nmod	NOUN	réforme	2	9.840691770259387
VERB	envisager	par	NOUN	gouvernement	2	9.70695507643237
NOUN	piste	nmod	NOUN	chômage	1	10.420959522155266
VERB	pencher	sur	NOUN	piste	1	7.338634076060558
NOUN	expert	nmod	NOUN	grève	2	8.646519222570397
NOUN	14/02	nmod	NOUN	mercredi	4	9.913999533435383
NOUN	avancée	nmod	NOUN	éxécutif	1	18.42377453776232
NOUN	gramme	nmod	NOUN	dpe	1	13.194955847266439
VERB	recevoir	obj	NOUN	marque	1	5.513881453992278
VERB	décevoir	obj	NOUN	marché	3	10.88979596575997
VERB	taxer	obj	NOUN	produit	2	10.138372318900071
VERB	décevoir	nsubj	NOUN	inflation	3	12.07799970092059
NOUN	directeur	nmod	NOUN	éditorialiste	2	9.494516129125346
NOUN	président	nmod	NOUN	temps	1	6.554951982987321
VERB	importer	à	NOUN	prix	2	10.310032371713131
VERB	casser	nsubj	NOUN	loi	1	9.578284486817944
VERB	casser	que	VERB	casser	1	15.723334819621227
VERB	revenir	que	VERB	revenir	1	11.156987997067418
VERB	revenir	obj	NOUN	prix	1	6.403141776104613
NOUN	révision	nmod	NOUN	-	1	5.423598438275877
NOUN	révision	nmod	NOUN	14/02	1	14.253849536320008
VERB	retirer	obj	NOUN	frais	1	9.209455416961553
VERB	retirer	nsubj	NOUN	crédit	1	11.31525008098415
VERB	supprimer	nsubj	NOUN	crédit	1	11.900212581705308
VERB	retirer	pour	NOUN	avoir	1	6.188358602159794
VERB	aborder	obj	NOUN	moyen	1	7.8359970214341095
VERB	aider	obj	NOUN	restaurateur	1	10.730287580262994
VERB	avoir	obj	NOUN	contrat	1	3.7092606865994897
VERB	envers	obj	NOUN	gouvernement	1	5.899600154374767
VERB	envers	nsubj	NOUN	requête	1	14.03145711498356
VERB	aider	face	NOUN	hausse	1	11.346958940711488
NOUN	semaine	nmod	NOUN	attention	1	9.730287580262994
VERB	décevoir	obj	NOUN	analyste	1	13.175847024318735
VERB	anticiper	obj	NOUN	retour	1	7.530473006901756
VERB	décevoir	nsubj	NOUN	chiffre	1	10.469578227375445
VERB	anticiper	depuis	NOUN	mars	1	12.435089850990154
NOUN	débat	nmod	NOUN	grève	1	9.346958940711488
NOUN	marque	nmod	NOUN	député	1	10.079478629846504
NOUN	14/02	nmod	NOUN	marque	1	9.629358671412215
NOUN	14/02	nmod	NOUN	député	1	8.494516129125346
VERB	instaurer	de	VERB	instaurer	1	15.964342919125023
VERB	maintenir	nsubj	NOUN	fnsea	1	8.14590599158548
VERB	continuer	de	VERB	avancer	2	9.027704980122452
VERB	maintenir	après	NOUN	rencontre	3	10.525929081756809
VERB	bloquer	par	NOUN	camion	1	9.112026222757361
VERB	entamer	devant	NOUN	dépôt	1	14.101846442874958
VERB	porter	obj	NOUN	fruit	1	7.725938179799943
VERB	porter	nsubj	NOUN	bitcoin	1	9.323112198757121
VERB	ressembler	obj	NOUN	application	1	9.184176008513196
VERB	regrouper	obj	NOUN	tnt	1	13.64241482423766
VERB	numériser	obj	NOUN	carte	1	12.565793542634747
VERB	conduire	obj	NOUN	application	1	9.884615726654289
VERB	protéger	obj	NOUN	donnée	1	8.26390320098393
VERB	intégrer	obj	NOUN	document	1	10.572025496346262
VERB	permettre	de	VERB	dématérialiser	3	10.457990253100233
VERB	intégrer	sur	NOUN	smartphone	1	12.980831041913591
VERB	numériser	obj	NOUN	document	1	13.379380418403866
NOUN	application	nmod	NOUN	identité	5	13.353385209870922
VERB	importer	sur	NOUN	smartphone	1	12.980831041913591
VERB	numériser	par	NOUN	biais	1	16.42377453776232
VERB	créer	obj	NOUN	événement	1	6.823396984654476
VERB	créer	nsubj	NOUN	tablette	1	10.751349195790825
VERB	être	nsubj	NOUN	prix	1	4.180749354768166
VERB	décrire	obj	NOUN	tablette	1	11.379380418403866
VERB	débourser	obj	NOUN	fortune	1	13.31525008098415
VERB	voici	obj	NOUN	solution	1	6.6924555067372555
VERB	devoir	nsubj	NOUN	certificat	1	9.55958839310804
VERB	généraliser	dès	NOUN	mercredi	1	10.49896203415654
VERB	chercher	obj	NOUN	expérience	1	10.294491520817353
VERB	chercher	nsubj	NOUN	utilisateur	1	11.253849536320008
VERB	détourner	nsubj	NOUN	jeune	1	9.493037200199433
VERB	blaser	par	NOUN	application	1	12.884615726654289
VERB	proposer	obj	NOUN	débit	1	10.931921441432646
VERB	accélérer	obj	NOUN	connexion	1	13.723334819621227
VERB	proposer	nsubj	NOUN	box	1	9.572025496346262
NOUN	connexion	nmod	NOUN	soirée	1	13.253849536320008
VERB	partager	obj	NOUN	mot	1	8.51538191698857
VERB	témoigner	obj	NOUN	amour	1	8.629358671412215
VERB	officialiser	obj	NOUN	couple	1	9.695854083199121
VERB	partager	nsubj	NOUN	couple	1	9.110891582477965
VERB	transformer	nsubj	NOUN	forme	1	9.207028679567014
NOUN	mot	nmod	NOUN	instagram	1	13.779918347987595
VERB	passer	de	NOUN	réseau	1	7.193153604632453
VERB	voir	dans	NOUN	pratique	1	8.65890294702623
VERB	transformer	en	NOUN	surveillance	1	10.779918347987595
VERB	créer	obj	NOUN	personnage	1	8.761996439990332
VERB	apparaître	obj	NOUN	tâche	1	15.516883942153802
VERB	atteindre	de	NOUN	vitiligo	1	12.446494614262404
VERB	paralyser	sou	NOUN	cm	1	17.42377453776232
VERB	envelopper	au	NOUN	cœur	1	12.284223185363526
VERB	envelopper	dans	NOUN	manteau	1	16.101846442874958
VERB	paralyser	par	NOUN	centimètre	1	14.294491520817353
VERB	traiter	nsubj	NOUN	cas	1	11.379380418403866
VERB	présente	pour	NOUN	communauté	1	12.964342919125023
VERB	traiter	selon	NOUN	autorité	1	10.490083882810087
VERB	déclarer	obj	NOUN	porte-parole	1	8.258867611086632
VERB	écraser	nsubj	NOUN	jet	1	12.005922022876423
VERB	écraser	dans	NOUN	sud-ouest	1	14.42377453776232
VERB	tuer	dans	NOUN	accident	1	8.609993346545282
VERB	remonter	nsubj	NOUN	épisode	1	9.695854083199121
VERB	paralyser	par	NOUN	neige	1	9.700967006592773
VERB	enregistrer	dans	NOUN	ville	1	8.303536660420361
VERB	demander	nsubj	NOUN	chef	1	6.150561727907985
VERB	effacer	de	NOUN	événement	1	12.578284486817944
VERB	décider	après	NOUN	mois	1	10.299653225933133
VERB	décider	à	NOUN	cause	1	9.602000555791752
VERB	décider	de	NOUN	cérémonie	1	6.485849052899289
VERB	décider	pour	NOUN	bonheur	1	13.516883942153802
VERB	identifier	avec	NOUN	acteur	1	11.493037200199433
VERB	demander	au	NOUN	ministre	1	7.558041266910561
VERB	débarquer	obj	NOUN	mercredi	1	8.49896203415654
VERB	débarquer	obj	NOUN	senior	1	12.469578227375445
NOUN	volet	nmod	NOUN	an	1	7.171700494966136
VERB	débarquer	au	NOUN	cinéma	1	11.12456651937504
VERB	rassembler	à	NOUN	surprise	1	11.730287580262994
VERB	voir	obj	NOUN	coq	1	10.472489822795348
VERB	recouvrir	obj	NOUN	flèche	1	14.253849536320008
VERB	dévoiler	nsubj	NOUN	aiguille	1	12.516883942153802
VERB	commencer	nsubj	NOUN	échafaudage	1	12.709529020096197
VERB	commencer	à	VERB	retirer	1	9.22165071393186
VERB	reste	qu’	VERB	terminer	1	14.066222533144236
VERB	retirer	au	NOUN	sommet	1	13.869185686084682
VERB	demeurer	en	NOUN	raison	1	8.746054896121311
VERB	mourir	dans	NOUN	nuit	1	6.23009518302059
VERB	mourir	après	NOUN	année	1	7.663054590296697
NOUN	écrivain	nmod	NOUN	écrivain	1	13.33631169651198
VERB	condamner	pour	NOUN	violence	2	7.865832250974872
VERB	proposer	obj	NOUN	alternative	3	9.231481723291553
VERB	perdre	obj	NOUN	cheveu	2	11.346958940711488
VERB	proposer	avec	NOUN	entreprise	2	9.936939516199269
VERB	proposer	avec	NOUN	frange	2	17.101846442874958
VERB	tenir	sur	NOUN	tête	2	10.47979462341858
VERB	proposer	pour	NOUN	femme	2	10.143003767631717
VERB	perdre	à	NOUN	suite	2	11.709529020096197
NOUN	collège	nmod	NOUN	élève	1	10.147650132488081
NOUN	dispositif	nmod	NOUN	lecture	1	11.194955847266439
VERB	répondre	dans	NOUN	cadre	1	12.401406724733866
VERB	parcourir	nsubj	NOUN	varois	1	12.779918347987595
VERB	régler	obj	NOUN	crise	1	8.070627712264237
VERB	évoquer	obj	NOUN	crise	1	4.315740210100769
VERB	frappe	obj	NOUN	ville	1	7.8884991611415165
NOUN	carnaval	nmod	NOUN	tonne	1	12.022895101480135
NOUN	mimosiste	nmod	NOUN	jour	1	10.046564007373767
VERB	préparer	par	NOUN	mimosiste	1	17.42377453776232
VERB	attèler	avant	NOUN	bataille	1	13.869185686084682
VERB	reste	nsubj	NOUN	circulation	1	7.4597947499469806
NOUN	éboulement	nmod	NOUN	point	1	8.935934503939269
NOUN	route	nmod	NOUN	éboulement	1	11.931921441432646
VERB	rassembler	devant	NOUN	collège	1	11.320486729350298
VERB	dénoncer	pour	NOUN	élève	1	12.469578227375445
VERB	voiler	obj	NOUN	journée	1	10.609993346545282
NOUN	météo	nmod	NOUN	mercredi	3	6.251034520712953
VERB	rendre	nsubj	NOUN	vingtaine	1	8.116004505871617
NOUN	éboulement	nmod	NOUN	galère	1	13.33631169651198
VERB	déterminer	obj	NOUN	origine	1	9.31525008098415
VERB	permettre	nsubj	NOUN	analyse	1	6.123564995529968
NOUN	quartier	nmod	NOUN	point	1	8.128579581881665
VERB	relever	dans	NOUN	quartier	1	11.057452323516504
VERB	détruire	obj	NOUN	navire	2	11.101846442874958
VERB	gratter	obj	NOUN	tête	1	10.801722718305944
VERB	gratter	obj	NOUN	automobiliste	1	13.565793542634747
VERB	recevoir	nsubj	NOUN	automobiliste	1	9.356340177005798
VERB	recevoir	pour	NOUN	téléphone	1	10.190154861002618
VERB	recevoir	au	NOUN	volant	1	13.590884523597579
VERB	refuser	obj	NOUN	enquête	1	6.444885361400746
VERB	louer	de	NOUN	matériel	1	14.138372318900071
VERB	faire	obj	NOUN	apologie	1	6.631187568814406
VERB	interdire	nsubj	NOUN	concert	1	10.005922022876423
VERB	reprocher	de	NOUN	propos	1	11.233949978882302
VERB	sécuriser	obj	NOUN	axe	1	10.616419615704716
VERB	pouvoir	nsubj	NOUN	commune	3	6.221650713931859
VERB	dérouler	obj	NOUN	accident	1	8.136062158212871
VERB	devoir	nsubj	NOUN	axe	1	5.7522334710504355
NOUN	aménagement	nmod	NOUN	année	1	8.98498268518406
VERB	voir	nsubj	NOUN	club	1	6.3429570101539925
NOUN	écran	nmod	NOUN	écran	1	12.446494614262404
VERB	proposer	obj	NOUN	projet	1	4.385026981545009
VERB	sauver	obj	NOUN	système	1	6.954641517932729
VERB	réunir	à	NOUN	marcq-en-barœul	1	18.42377453776232
NOUN	ministre	nmod	NOUN	semaine	1	5.899600154374767
VERB	rassurer	par	NOUN	propos	2	13.233949978882302
VERB	faire	obj	NOUN	foyer	1	5.136422877064828
VERB	balayer	nsubj	NOUN	vent	1	12.379380418403866
VERB	diffuser	obj	NOUN	vidéo	1	7.896297531701924
VERB	montre	obj	NOUN	cerveau	1	13.516883942153802
VERB	diffuser	nsubj	NOUN	armée	1	11.048735106415394
VERB	provenir	nsubj	NOUN	image	1	8.714690725211977
VERB	dire	nsubj	NOUN	porte-parole	1	7.208241538016664
VERB	montre	nsubj	NOUN	vidéo	1	7.066222533144236
VERB	diffuser	pour	NOUN	fois	1	10.997509783060222
VERB	marcher	dans	NOUN	tunnel	1	14.668887035598852
VERB	marcher	avec	NOUN	partie	1	11.616419615704716
VERB	provenir	de	NOUN	caméra	1	12.590884523597579
VERB	retransmettre	à	NOUN	télévision	1	13.64241482423766
VERB	montre	selon	NOUN	armée	1	11.048735106415394
VERB	enfuir	avec	NOUN	enfant	1	11.057452323516504
VERB	conduire	par	NOUN	frère	1	13.101846442874958
VERB	diffus	nsubj	NOUN	armée	1	12.048735106415394
VERB	diffus	dans	NOUN	tunnel	1	14.668887035598852
VERB	affirmer	obj	NOUN	opération	1	6.683993927989059
VERB	filmer	en	NOUN	début	1	10.487136598759749
VERB	filmer	dans	NOUN	nord-ouest	1	15.723334819621227
VERB	piéger	selon	NOUN	autorité	1	12.075046383531243
VERB	regretter	obj	NOUN	action	1	7.513131807292694
VERB	souligner	obj	NOUN	angoisse	1	11.429421100903461
VERB	manquer	de	VERB	réagir	1	10.446494614262404
VERB	mener	au	NOUN	sein	1	10.457990253100233
NOUN	fin	nmod	NOUN	ticket	1	10.126858330883032
NOUN	bus	nmod	NOUN	tcl	1	17.42377453776232
VERB	aller	nsubj	NOUN	maison	1	3.7813279182422668
VERB	fermer	nsubj	NOUN	maison	1	8.884615726654289
VERB	célébrer	dans	NOUN	capitale	1	10.31525008098415
VERB	interpeller	nsubj	NOUN	majorité	1	9.869185686084682
VERB	interpeller	nsubj	NOUN	député	1	8.079478629846504
VERB	interpeller	sur	NOUN	violence	2	10.450794751696028
VERB	servir	nsubj	NOUN	présence	1	8.987062995625106
NOUN	trafic	nmod	NOUN	mal	1	10.224102192925955
NOUN	fusillade	nmod	NOUN	mois	1	10.299653225933133
VERB	concevoir	pour	NOUN	occasion	1	9.838812037041164
VERB	évoquer	obj	NOUN	retour	1	4.360548005459444
VERB	gagner	en	NOUN	popularité	1	12.915979897563624
VERB	dévoiler	obj	NOUN	message	1	6.921937352860024
VERB	plaider	pour	NOUN	bien-être	1	12.838812037041164
VERB	priver	dans	NOUN	mois	2	10.299653225933133
VERB	menacer	à	NOUN	rentrée	2	13.379380418403866
VERB	représenter	obj	NOUN	rush	1	13.253849536320008
VERB	confectionner	obj	NOUN	centaine	1	11.528956774454377
VERB	représenter	nsubj	NOUN	période	1	8.475407306177642
VERB	confectionner	nsubj	NOUN	boutique	1	15.101846442874958
VERB	avoir	nsubj	NOUN	centaine	1	5.0613512243713785
VERB	démissionner	nsubj	NOUN	vacataire	1	16.616419615704714
VERB	impatienter	nsubj	NOUN	parent	1	10.54725759119732
NOUN	centaine	nmod	NOUN	mois	1	7.299653225933132
VERB	envoyer	au	NOUN	rectorat	1	15.838812037041164
NOUN	succès	nmod	NOUN	coquinerie	1	14.616419615704716
NOUN	sensualité	nmod	NOUN	occasion	1	11.838812037041164
VERB	prévoir	obj	NOUN	syndicat	1	6.11515109263118
NOUN	côte	nmod	NOUN	grève	1	8.177033939269176
NOUN	soin	nmod	NOUN	addiction	1	15.838812037041164
NOUN	étude	nmod	NOUN	ville	1	6.640571647697931
VERB	proposer	en	NOUN	centre	1	8.758438620577143
VERB	expulser	par	NOUN	entreprise	1	11.258867611086632
VERB	remettre	obj	NOUN	parc	1	6.88098447620742
VERB	retrouver	obj	NOUN	état	1	2.73860143215815
VERB	déclarer	nsubj	NOUN	xv	1	7.710388022825289
VERB	déclarer	que	VERB	déclarer	1	12.110891582477965
VERB	déplorer	obj	NOUN	utilisation	1	10.173476119855987
VERB	déplorer	nsubj	NOUN	président	1	5.93693951619927
VERB	interrompre	obj	NOUN	circulation	1	12.014383601624617
VERB	interrompre	nsubj	NOUN	incendie	1	10.323112198757121
VERB	interrompre	nsubj	NOUN	trafic	1	11.429421100903461
NOUN	rer	nmod	NOUN	d	1	13.64241482423766
NOUN	pourcent	nmod	NOUN	pourcent	1	7.008296830064325
VERB	enregistrer	pour	NOUN	pourcent	1	7.856293736619275
VERB	décliner	obj	NOUN	création	1	12.119993789585216
VERB	fêter	obj	NOUN	amour	1	8.629358671412215
NOUN	art	nmod	NOUN	arrondissement	1	12.980831041913591
VERB	célébrer	avec	NOUN	chocolat	1	15.101846442874958
VERB	conner	obj	NOUN	succès	1	11.980831041913591
VERB	conner	nsubj	NOUN	réseau	1	11.363078606074765
VERB	conner	dans	NOUN	région	1	11.115435507622912
NOUN	équipe	nmod	NOUN	mercredi	1	6.9139995334353825
VERB	attendre	pour	NOUN	onze	1	12.668887035598852
VERB	opposer	au	NOUN	parc	1	8.844458600182305
VERB	opposer	pour	NOUN	compte	1	11.64241482423766
VERB	expliquer	obj	NOUN	créateur	1	7.563851564900562
NOUN	marche	nmod	NOUN	marche	1	12.138372318900071
NOUN	série	nmod	NOUN	recherche	2	9.809064693647112
NOUN	musée	nmod	NOUN	ado	2	11.33631169651198
VERB	rester	nsubj	NOUN	bouquiniste	3	10.422835588792704
VERB	rester	sur	NOUN	quai	4	13.892393077246007
NOUN	pression	nmod	NOUN	psg	1	12.779918347987595
VERB	éviter	de	VERB	mettre	2	7.544191288149537
VERB	tempérer	au	NOUN	club	2	11.590884523597579
VERB	tempérer	pour	NOUN	huitième	1	13.101846442874958
VERB	prêter	nsubj	NOUN	préfecture	1	11.284223185363526
VERB	enregistrer	obj	NOUN	perte	1	10.256356391930582
VERB	enregistrer	nsubj	NOUN	réseau	1	7.6626388879336735
NOUN	perte	nmod	NOUN	info	1	10.357685347304548
VERB	pouvoir	dans	NOUN	document	1	10.572025496346262
VERB	mettre	pour	NOUN	rixe	1	10.446494614262404
VERB	manifester	obj	NOUN	exploitant	1	10.972563425929991
VERB	parler	de	NOUN	revenu	1	7.6220661788458575
VERB	abîmer	obj	NOUN	jardin	1	12.751349195790825
VERB	abîmer	obj	NOUN	lapin	1	15.253849536320008
VERB	accuser	de	VERB	abîmer	1	11.357685347304548
VERB	capturer	pour	VERB	reloger	1	17.101846442874958
VERB	reloger	en	NOUN	seine-et-marne	1	15.175847024318735
VERB	mener	avant	NOUN	fin	1	10.325742454801793
VERB	estimer	selon	NOUN	préfecture	1	12.869185686084682
VERB	tente	de	VERB	tuer	1	7.3139438834835255
VERB	tenter	de	VERB	tuer	1	6.156402606497046
VERB	donner	obj	NOUN	explication	1	8.525929081756809
VERB	donner	nsubj	NOUN	policier	1	7.930919917587572
VERB	assaillir	en	NOUN	garde	1	11.956168987679323
VERB	donner	à	NOUN	geste	1	10.382115386125106
VERB	être	dans	NOUN	hall	2	12.516883942153802
VERB	être	quand	NOUN	policier	2	12.39035153622487
VERB	disposer	de	NOUN	casier	2	15.42377453776232
VERB	épauler	par	NOUN	plongeur	1	16.42377453776232
VERB	mobiliser	pour	NOUN	journée	1	8.802638424487679
VERB	avoir	nsubj	NOUN	proche	1	5.12327897351458
NOUN	an	nmod	NOUN	départ	1	8.005922022876423
VERB	forcer	obj	NOUN	serrure	1	15.03145711498356
VERB	stopper	obj	NOUN	fait	1	9.64241482423766
VERB	trouver	obj	NOUN	propriétaire	1	6.834591570722968
VERB	mandater	obj	NOUN	entreprise	1	11.258867611086632
VERB	avoir	nsubj	NOUN	intervention	1	6.5986169830612385
VERB	débouler	nsubj	NOUN	homme	1	10.535031288864062
VERB	vêtir	de	NOUN	noir	1	11.066222533144236
VERB	accompagner	d’	NOUN	serrurier	1	17.42377453776232
VERB	débouler	au	NOUN	étage	1	15.03145711498356
VERB	forcer	de	NOUN	porte	1	11.869185686084682
VERB	dérouler	sou	NOUN	oeil	1	14.668887035598852
VERB	présente	sur	NOUN	place	1	11.115435507622912
VERB	trouver	selon	NOUN	information	1	12.243865447747385
VERB	faire	avant	NOUN	acquisition	1	13.616419615704716
VERB	déposer	devant	NOUN	local	1	11.066222533144236
VERB	viser	par	NOUN	colère	1	5.015046757251504
VERB	grandir	à	NOUN	ofb	1	19.42377453776232
VERB	grandir	chez	NOUN	salarié	1	12.469578227375445
VERB	accuser	obj	NOUN	responsable	1	7.187760345862235
NOUN	alcool	nmod	NOUN	employé	1	12.668887035598852
VERB	autoriser	à	VERB	prendre	1	7.165208503872387
VERB	tester	à	NOUN	alcool	2	11.888499161141517
NOUN	attaque	nmod	NOUN	miraculé	1	12.156987997067418
NOUN	attaque	nmod	NOUN	unité	1	10.057452323516504
VERB	raconter	obj	NOUN	agression	1	6.2871037754204755
VERB	raconter	obj	NOUN	policier	1	6.086570788047767
VERB	subir	par	NOUN	collègue	1	13.516883942153802
VERB	lancer	depuis	NOUN	jour	1	10.046564007373767
VERB	ironiser	nsubj	NOUN	renaissance	1	12.709529020096197
VERB	ironiser	sur	NOUN	romance	1	14.253849536320008
VERB	prendre	obj	NOUN	nombre	1	4.656521150846554
VERB	déclarer	obj	NOUN	président	1	4.93693951619927
NOUN	revue	nmod	NOUN	dossier	2	11.368492102261131
VERB	recevoir	pendant	NOUN	heure	8	10.55958839310804
VERB	passer	en	NOUN	revue	2	11.865353824493656
VERB	mettre	au	NOUN	moment	1	6.532940288372874
VERB	empêcher	obj	NOUN	mouvement	4	8.078923853819328
VERB	attacher	nsubj	NOUN	français	1	9.235185692054971
VERB	travailler	nsubj	NOUN	vacancier	1	12.33631169651198
VERB	tenter	nsubj	NOUN	direction	4	10.347627009739815
VERB	dire	nsubj	NOUN	syndicat	4	7.505097610947193
VERB	céder	nsubj	NOUN	direction	4	10.975658232352856
VERB	tenter	de	VERB	empêcher	4	9.543425729606293
VERB	attacher	au	NOUN	droit	2	10.91994879976657
VERB	appeler	au	NOUN	milieu	5	11.51208295588998
VERB	empêcher	avec	NOUN	concession	4	15.294491520817353
VERB	avoir	obj	NOUN	signe	1	3.6941537942092815
VERB	suivre	obj	NOUN	sondage	1	8.194955847266439
VERB	reprendre	nsubj	NOUN	gauche	1	7.726372530259611
VERB	faire	obj	NOUN	politique	1	1.0299232557641493
VERB	garantir	obj	NOUN	pouvoir	1	5.620551538243859
VERB	permettre	de	VERB	garantir	1	7.3287072361552665
VERB	sortir	de	NOUN	libre	1	8.009089301955106
VERB	défendre	obj	NOUN	participation	1	8.446494614262404
VERB	prononcer	nsubj	NOUN	famille	1	8.695854083199121
VERB	défendre	nsubj	NOUN	manuel	1	11.401406724733866
VERB	prononcer	contre	NOUN	venue	1	14.253849536320008
VERB	exhorter	obj	NOUN	direction	1	9.62773492893255
VERB	arriver	à	NOUN	accord	1	7.461601506652611
VERB	arriver	avant	NOUN	soir	1	9.199772863564215
VERB	faire	nsubj	NOUN	famille	1	3.556302730800327
VERB	rendre	nsubj	NOUN	député	1	5.0571108168180485
NOUN	hommage	nmod	NOUN	rassemblement	1	9.896297531701924
VERB	renforcer	obj	NOUN	arsenal	1	11.629358671412215
VERB	rendre	obj	NOUN	texte	1	6.049278392070804
VERB	renforcer	nsubj	NOUN	sénat	1	10.678940700262775
VERB	rendre	nsubj	NOUN	actualité	1	5.673486270170666
NOUN	jo	nmod	NOUN	sénateur	1	9.639139692204798
VERB	renforcer	dans	NOUN	transport	1	12.175847024318735
VERB	renforcer	avant	NOUN	jo	1	11.689064917536482
VERB	préparer	obj	NOUN	suite	1	6.461601506652611
VERB	revenir	avec	NOUN	volonté	1	10.761996439990332
VERB	peser	en	NOUN	interne	1	14.33631169651198
VERB	peser	au	NOUN	sein	1	12.779918347987595
VERB	profiter	de	NOUN	passage	1	7.614810362843058
VERB	profiter	à	NOUN	assemblée	1	9.36037945647381
VERB	évoquer	obj	NOUN	moyen	1	5.8359970214341095
VERB	évoquer	nsubj	NOUN	bande	1	6.3901794693106115
VERB	prévoir	dans	NOUN	loi	1	6.8778447686768525
VERB	voir	obj	NOUN	représentant	1	6.286623277484014
NOUN	hommage	nmod	NOUN	rn	2	11.025030845824126
VERB	réagir	de	VERB	voir	1	9.493037200199433
VERB	réagir	à	NOUN	volonté	1	8.646519222570397
VERB	assister	à	NOUN	hommage	1	8.412547282339066
VERB	réagir	à	NOUN	enquête	1	5.68304509859551
VERB	diriger	par	NOUN	armée	2	10.048735106415394
VERB	diriger	par	NOUN	militaire	1	9.493037200199433
VERB	mâcher	obj	NOUN	mot	1	13.469578227375445
VERB	mâcher	nsubj	NOUN	chef	1	11.194955847266439
VERB	réagir	nsubj	NOUN	enterrement	1	11.853918929431371
VERB	réagir	à	NOUN	présence	1	7.509015698820462
VERB	désirer	de	NOUN	parti	1	12.493037200199433
VERB	respecter	par	NOUN	rassemblement	1	11.48126003242308
VERB	affirmer	nsubj	NOUN	fnsea	1	6.322783753669558
VERB	affirmer	nsubj	NOUN	revendication	1	7.710388022825289
VERB	être	dans	NOUN	co-construction	1	15.42377453776232
VERB	être	dans	NOUN	imposition	1	13.101846442874958
NOUN	sondé	nmod	NOUN	sondé	1	18.42377453776232
VERB	pneumoniae	vers	NOUN	stabilisation	1	18.42377453776232
NOUN	étude	nmod	NOUN	chercheur	1	8.732903528470006
