catégorie	lemme	relation	catégorie	lemme	compte	IM
VERB	appeler	à	VERB	reprendre	1	5.458350971952191
VERB	dépasser	dans	NOUN	bande	1	10.231481723291553
VERB	reconnaître	obj	NOUN	erreur	3	11.553409818178915
VERB	avoir	nsubj	NOUN	mouvement	1	3.7812433051786436
NOUN	erreur	nmod	NOUN	attaque	1	9.719870964317657
VERB	réaffirmer	obj	NOUN	refus	2	13.253849536320008
VERB	irriter	obj	NOUN	occidental	1	13.446494614262404
VERB	avoir	nsubj	NOUN	palestinien	1	4.78624398623701
VERB	conserver	obj	NOUN	contrôle	1	8.953115663701768
VERB	opposer	nsubj	NOUN	ministre	1	5.857601548769469
VERB	réaffirmer	sur	NOUN	bande	1	11.81644422401271
VERB	opposer	à	NOUN	souveraineté	1	10.077260804596685
VERB	opposer	dans	NOUN	bande	1	10.81644422401271
VERB	pilloner	depuis	NOUN	jour	1	10.046564007373767
VERB	cibler	nsubj	NOUN	raid	1	13.838812037041164
VERB	cibler	de	NOUN	chef	1	11.194955847266439
VERB	croire	en	NOUN	etat	1	9.455107744567112
VERB	assurer	obj	NOUN	protection	1	8.182983205600362
NOUN	attaque	nmod	NOUN	création	1	8.66056217094792
VERB	attaquer	selon	NOUN	décompte	1	15.838812037041164
VERB	former	en	NOUN	réponse	1	10.504911300487725
VERB	dénoncer	obj	NOUN	condition	7	7.755396028853526
VERB	dénoncer	obj	NOUN	prisonnier	1	6.903646987437469
VERB	dénoncer	nsubj	NOUN	oeil	1	8.225943539750123
NOUN	oeil	nmod	NOUN	humiliation	1	16.42377453776232
VERB	arrêter	par	NOUN	armée	1	11.048735106415394
VERB	infliger	par	NOUN	armée	1	12.048735106415394
VERB	soupçonner	de	NOUN	terrorisme	1	10.092857659647702
VERB	revendiquer	obj	NOUN	frappe	1	8.761996439990332
VERB	mettre	obj	NOUN	rebelle	1	7.08643139048827
VERB	mettre	dans	NOUN	communiqué	1	9.371206486958167
VERB	attaquer	obj	NOUN	kibboutz	1	12.79441791768271
VERB	célébrer	dans	NOUN	village	1	12.31525008098415
VERB	fêter	obj	NOUN	anniversaire	3	12.008737038483476
VERB	devoir	nsubj	NOUN	allié	1	7.036026437051027
NOUN	anniversaire	nmod	NOUN	duvet	1	17.42377453776232
VERB	emmener	de	NOUN	force	1	12.083924534877696
VERB	rappeler	obj	NOUN	ambassadeur	1	10.81644422401271
VERB	empêcher	obj	NOUN	retour	1	5.9455105061806
VERB	décider	de	VERB	empêcher	1	7.518763675372024
VERB	rappeler	en	NOUN	réponse	1	12.504911300487725
VERB	être	dans	NOUN	pays	1	6.4989620341565395
VERB	revendiquer	obj	NOUN	attaque	1	7.1349084635965
VERB	accuser	obj	NOUN	état	3	7.28806525165792
VERB	franchir	obj	NOUN	seuil	1	11.915979897563624
VERB	interpeller	par	NOUN	député	1	9.079478629846504
VERB	attendre	obj	NOUN	entrée	1	7.280391323772499
VERB	récupérer	obj	NOUN	médicament	1	10.194955847266439
VERB	plane	obj	NOUN	spectre	1	16.838812037041162
VERB	attendre	nsubj	NOUN	palestinien	1	7.005922022876422
NOUN	eau	nmod	NOUN	nourriture	1	11.723334819621227
NOUN	eau	nmod	NOUN	médicament	1	10.401406724733866
VERB	récupérer	de	NOUN	eau	1	11.629358671412215
VERB	enregistrer	obj	NOUN	décès	1	9.47394782700321
NOUN	canicule	nmod	NOUN	mort	1	6.383484816736603
NOUN	épisode	nmod	NOUN	septembre	1	9.900212581705308
NOUN	canicule	nmod	NOUN	santé	2	8.282305982369236
VERB	recenser	pendant	NOUN	canicule	1	14.066222533144236
NOUN	chiffre	nmod	NOUN	vague	1	11.097345050640017
VERB	prendre	obj	NOUN	fin	5	5.070241721653407
VERB	prendre	nsubj	NOUN	vague	1	6.573783094583004
VERB	dominer	nsubj	NOUN	soleil	3	12.931921441432646
VERB	rester	nsubj	NOUN	température	3	8.473461661862673
VERB	prendre	avec	NOUN	épisode	1	10.373925988311758
VERB	dater	nsubj	NOUN	record	1	10.956168987679323
NOUN	canicule	nmod	NOUN	samedi	1	6.27943494651448
NOUN	canicule	nmod	NOUN	record	1	7.78624398623701
VERB	enregistrer	pour	NOUN	mois	1	7.97772513104577
VERB	aller	nsubj	NOUN	orage	1	5.8942219746482
VERB	attendre	sur	NOUN	ouest	1	12.156987997067418
VERB	éclater	sur	NOUN	façade	1	15.33631169651198
VERB	annoncer	nsubj	NOUN	nuit	1	3.477188044985363
VERB	dominer	malgré	NOUN	ciel	1	13.42377453776232
VERB	dominer	avec	NOUN	température	1	11.03145711498356
VERB	dominer	sur	NOUN	ensemble	1	12.253849536320008
VERB	chasser	obj	NOUN	soleil	1	12.34695894071149
VERB	chasser	obj	NOUN	température	1	11.03145711498356
NOUN	week	nmod	NOUN	-	21	6.078950266888431
NOUN	week	nmod	NOUN	end	17	10.407949570600637
NOUN	canicule	nmod	NOUN	pluie	1	8.931921441432644
VERB	intensifier	avec	NOUN	température	1	12.616419615704716
VERB	chasser	en	NOUN	début	1	11.487136598759749
VERB	concerner	obj	NOUN	département	1	5.82200374935461
VERB	annoncer	nsubj	NOUN	vendredi	1	2.284802841859645
VERB	concerner	nsubj	NOUN	vigilance	1	8.553409818178915
VERB	prévoir	obj	NOUN	température	1	7.36849210226113
NOUN	canicule	nmod	NOUN	degré	2	8.861532113541248
NOUN	canicule	nmod	NOUN	c	2	8.754003649236802
NOUN	département	nmod	NOUN	-	1	4.201206016939429
NOUN	département	nmod	NOUN	val	1	12.809064693647112
NOUN	midi	nmod	NOUN	vendredi	1	8.79259748205834
VERB	placer	à	NOUN	canicule	1	14.066222533144236
NOUN	canicule	nmod	NOUN	département	2	8.4594336699699
VERB	placer	pour	NOUN	journée	1	9.28806525165792
VERB	déclencher	depuis	NOUN	mise	1	12.357685347304548
VERB	faire	obj	NOUN	objet	23	7.927680616325498
VERB	subir	obj	NOUN	vague	1	7.775416955752654
NOUN	journée	nmod	NOUN	département	1	7.541895830161875
VERB	faire	de	NOUN	vigilance	2	7.050909477649732
VERB	perdre	obj	NOUN	feuille	1	9.12456651937504
VERB	perdre	nsubj	NOUN	arbre	1	9.31525008098415
VERB	prévoir	pour	NOUN	lundi	1	5.226481042233186
VERB	voiler	avec	NOUN	averse	1	14.723334819621227
VERB	expliquer	obj	NOUN	contraste	1	10.861532113541248
VERB	remonter	obj	NOUN	anticyclone	1	15.516883942153802
NOUN	canicule	nmod	NOUN	inondation	1	8.083924534877696
VERB	caractériser	par	NOUN	zone	1	11.48126003242308
VERB	bouleverser	obj	NOUN	rythme	1	11.268956428710215
NOUN	vague	nmod	NOUN	conséquence	1	10.253849536320008
NOUN	dérèglement	nmod	NOUN	légume	1	15.616419615704716
VERB	préparer	à	NOUN	arrivée	1	7.636280038065558
VERB	brancher	obj	NOUN	climatisation	1	18.42377453776232
VERB	prendre	obj	NOUN	pouvoir	6	4.534975806537785
VERB	prendre	nsubj	NOUN	chroniqueur	1	7.957698076366067
VERB	prendre	nsubj	NOUN	bande	1	5.70791976723454
VERB	falloir	de	VERB	brancher	1	17.838812037041162
VERB	réagir	à	NOUN	utilisation	1	9.2803913237725
VERB	réagir	en	NOUN	période	1	11.723334819621227
VERB	continuer	nsubj	NOUN	chaleur	1	7.691607112098935
NOUN	température	nmod	NOUN	degré	2	11.03145711498356
NOUN	température	nmod	NOUN	c	2	10.923928650679114
NOUN	alerte	nmod	NOUN	canicule	1	8.978759691893897
VERB	continuer	de	VERB	installer	1	7.199471328388932
VERB	installer	avec	NOUN	température	1	11.616419615704716
VERB	placer	en	NOUN	alerte	3	7.1073987153039395
VERB	placer	avec	NOUN	température	1	11.616419615704716
VERB	transpirer	nsubj	NOUN	monde	1	10.338966149957958
VERB	transpirer	dans	NOUN	classe	1	12.682307551361173
VERB	affecter	obj	NOUN	restaurateur	1	12.31525008098415
VERB	étendre	à	NOUN	département	2	10.307430576524851
VERB	étendre	pour	NOUN	journée	1	11.609993346545282
NOUN	vague	nmod	NOUN	retour	1	7.9455105061806
NOUN	vague	nmod	NOUN	pic	1	13.083924534877696
VERB	devoir	nsubj	NOUN	record	1	4.091982843025042
VERB	tenter	nsubj	NOUN	habitant	1	7.635871978370888
VERB	poursuivre	nsubj	NOUN	épisode	2	7.8884991611415165
NOUN	record	nmod	NOUN	degré	2	9.12456651937504
NOUN	record	nmod	NOUN	c	2	9.017038055070596
NOUN	chaleur	nmod	NOUN	département	1	10.044396170691059
NOUN	canicule	nmod	NOUN	canicule	2	10.896297531701924
NOUN	rouge	nmod	NOUN	jeudi	2	9.334986299045413
VERB	tenter	de	VERB	acclimater	1	13.565793542634747
VERB	acclimater	à	NOUN	chaleur	1	14.03145711498356
VERB	poursuivre	avec	NOUN	nombre	2	10.06402497743999
VERB	prendre	obj	NOUN	vendredi	1	2.2151686540225928
VERB	prendre	nsubj	NOUN	canicule	1	7.957698076366067
VERB	prendre	nsubj	NOUN	vigilance	1	6.029847862121902
VERB	laisser	nsubj	NOUN	température	1	9.03145711498356
VERB	laisser	à	NOUN	séquence	1	12.723334819621227
VERB	arriver	par	NOUN	nord-ouest	1	15.723334819621227
NOUN	record	nmod	NOUN	département	1	7.722468075803695
VERB	confirmer	obj	NOUN	fin	1	5.077814941358207
VERB	confirmer	nsubj	NOUN	canicule	1	8.896297531701924
VERB	passer	nsubj	NOUN	département	1	5.985502481637489
NOUN	canicule	nmod	NOUN	météo	1	7.574369436814561
NOUN	vigilance	nmod	NOUN	rouge	12	11.394027194368268
NOUN	canicule	nmod	NOUN	quart	1	8.896297531701924
VERB	déclencher	obj	NOUN	chaos	1	11.516883942153802
VERB	déclencher	nsubj	NOUN	orage	1	11.412547282339066
VERB	survenir	dans	NOUN	nuit	3	10.248017091017854
VERB	aller	nsubj	NOUN	froid	1	5.233023888099958
VERB	commencer	nsubj	NOUN	température	1	7.487136598759749
VERB	commencer	à	VERB	installer	1	8.026634731526716
VERB	commencer	à	VERB	adoucir	1	12.884615726654289
VERB	installer	dès	NOUN	samedi	1	10.449359947956793
VERB	installer	avec	NOUN	air	1	12.083924534877696
VERB	adoucir	dès	NOUN	samedi	1	10.449359947956793
VERB	adoucir	avec	NOUN	température	1	12.616419615704716
VERB	adoucir	pour	NOUN	après-midi	1	13.294491520817353
VERB	présenter	dans	NOUN	est	1	11.487136598759749
VERB	ignorer	obj	NOUN	risque	1	9.42236634336951
VERB	redouter	obj	NOUN	avenir	2	11.276569612820092
VERB	redouter	nsubj	NOUN	habitant	8	11.401406724733866
NOUN	crue	nmod	NOUN	inondation	1	8.166386695069669
NOUN	crue	nmod	NOUN	vendredi	6	8.290097141529158
VERB	maintenir	en	NOUN	vigilance	6	11.915979897563624
VERB	arranger	obj	NOUN	chose	1	12.03145711498356
VERB	réagir	à	NOUN	épisode	1	7.410451864336872
VERB	inonder	à	NOUN	suite	1	12.294491520817353
VERB	voir	obj	NOUN	maison	3	6.840221607295835
VERB	expliquer	obj	NOUN	crue	3	8.373245632231765
VERB	protéger	obj	NOUN	habitation	4	10.835059902180056
VERB	voir	nsubj	NOUN	habitant	3	8.060369806898798
NOUN	crue	nmod	NOUN	mois	1	6.212190384682793
VERB	charger	de	NOUN	gestion	1	7.695854083199121
VERB	voir	dans	NOUN	commune	3	9.853918929431371
VERB	écoper	pour	NOUN	fois	3	10.997509783060222
VERB	écoper	en	NOUN	semaine	3	10.291917577153527
VERB	mettre	en	NOUN	œuvre	4	7.144381596069746
VERB	exposer	à	NOUN	crue	1	9.443634960123163
VERB	gérer	obj	NOUN	crise	1	7.070627712264237
VERB	avoir	de	VERB	gérer	1	8.225329496309957
VERB	gérer	jusque	NOUN	bout	1	13.751349195790825
VERB	poursuivre	nsubj	NOUN	décrue	2	12.294491520817353
VERB	poursuivre	à	NOUN	blendecque	1	13.616419615704716
VERB	poursuivre	avant	NOUN	arrivée	1	11.180600554289368
VERB	faire	obj	NOUN	peur	5	6.412547282339066
VERB	faire	nsubj	NOUN	froid	1	5.196760344113187
VERB	rester	de	NOUN	humidité	1	15.516883942153802
VERB	revoir	obj	NOUN	chose	1	10.156987997067418
VERB	vouloir	obj	NOUN	solution	2	8.320486729350298
VERB	réagir	obj	NOUN	crue	1	8.95820813295292
VERB	toucher	obj	NOUN	commune	3	9.590884523597579
VERB	promettre	obj	NOUN	réponse	7	9.886001467843231
VERB	évoquer	obj	NOUN	possibilité	10	10.990815130486213
VERB	exproprier	obj	NOUN	quartier	7	12.64241482423766
VERB	vouloir	nsubj	NOUN	administré	1	11.204606017300158
VERB	demeurer	nsubj	NOUN	pas-de-calai	6	11.601469274238744
VERB	promettre	nsubj	NOUN	ministre	10	7.670515996168974
VERB	demeurer	en	NOUN	vigilance	6	11.915979897563624
VERB	voir	obj	NOUN	mesure	1	4.14695949122779
VERB	estime	nsubj	NOUN	maire	1	5.378612141981581
VERB	commencer	à	VERB	voir	2	6.538840889812558
VERB	aller	au	NOUN	constat	1	12.446494614262404
VERB	aller	après	NOUN	crue	1	10.443634960123163
VERB	espérer	obj	NOUN	solution	1	8.873027752379077
VERB	espérer	nsubj	NOUN	cauchemar	1	11.79441791768271
VERB	faire	face	NOUN	détresse	1	11.33631169651198
VERB	voir	obj	NOUN	élan	1	10.209455416961553
VERB	évacuer	obj	NOUN	équivalent	1	12.931921441432644
VERB	indique	obj	NOUN	nord	1	8.150561727907986
NOUN	porte-parole	nmod	NOUN	crue	1	10.180600554289368
VERB	réclame	nsubj	NOUN	sénatrice	1	12.368492102261131
VERB	réclame	au	NOUN	gouvernement	1	10.291917577153527
VERB	réclame	obj	NOUN	enquête	2	7.161092395400154
VERB	témoigner	obj	NOUN	inondation	1	8.253849536320008
VERB	réclame	nsubj	NOUN	maire	1	6.745394472653203
NOUN	gestion	nmod	NOUN	pas-de-calai	1	10.50193360068783
VERB	témoigner	dans	NOUN	commune	1	11.590884523597579
VERB	perdre	obj	NOUN	centimètre	1	10.709529020096197
NOUN	doigt	nmod	NOUN	gestion	1	9.888499161141517
NOUN	pointe	nmod	NOUN	pas-de-calai	1	12.823861695575191
VERB	avoir	obj	NOUN	impression	7	8.91654621554573
VERB	laisse	obj	NOUN	maire	1	7.993321986096788
NOUN	maire	nmod	NOUN	pas-de-calai	1	9.50193360068783
VERB	laisse	dans	NOUN	danger	1	12.668887035598852
VERB	contraindre	de	VERB	déplacer	2	11.29707006491913
VERB	contraindre	dans	NOUN	pas-de-calai	1	12.823861695575191
VERB	déplacer	en	NOUN	barque	1	16.42377453776232
VERB	fuir	obj	NOUN	maison	1	8.299653225933133
VERB	chercher	obj	NOUN	semaine	1	6.291917577153527
VERB	chercher	nsubj	NOUN	habitant	1	8.553409818178915
VERB	vouloir	nsubj	NOUN	habitant	3	6.089128799880222
VERB	chercher	à	VERB	fuir	1	12.005922022876423
VERB	épuiser	par	NOUN	inondation	1	12.253849536320008
VERB	épuiser	dans	NOUN	pas-de-calai	1	12.823861695575191
VERB	maintenir	obj	NOUN	pas-de-calai	1	6.916971099966673
VERB	reste	nsubj	NOUN	pas-de-calai	1	7.2692728438975545
VERB	reste	en	NOUN	vigilance	3	10.553409818178915
VERB	avoir	obj	NOUN	exaspération	1	9.279116294930438
VERB	retrouver	dans	NOUN	voiture	4	8.472489822795348
VERB	engager	sur	NOUN	route	1	10.709529020096197
VERB	toucher	obj	NOUN	ville	1	6.30353666042036
VERB	réagir	nsubj	NOUN	maire	2	6.745394472653203
NOUN	inondation	nmod	NOUN	semaine	1	6.291917577153527
VERB	voir	avec	NOUN	peur	1	10.616419615704716
VERB	réagir	à	NOUN	crue	1	7.4801608361482765
VERB	toucher	après	NOUN	inondation	1	12.253849536320008
NOUN	cumul	nmod	NOUN	réunion	1	11.603595575347132
VERB	abattre	sur	NOUN	terre	1	10.809064693647112
VERB	abattre	dans	NOUN	nuit	2	8.663054590296698
NOUN	réunion	nmod	NOUN	réunion	1	9.28166748045977
VERB	reconnaître	dans	NOUN	commune	1	9.590884523597579
VERB	inonder	obj	NOUN	route	1	11.709529020096197
VERB	tomber	obj	NOUN	arbre	1	11.092857659647702
VERB	traverser	nsubj	NOUN	tempête	1	9.639139692204798
VERB	heurter	obj	NOUN	arbre	1	12.900212581705308
VERB	heurter	nsubj	NOUN	voiture	1	10.057452323516504
NOUN	tempête	nmod	NOUN	mort	2	8.553409818178915
VERB	heurter	à	NOUN	terre	1	11.809064693647112
NOUN	tempête	nmod	NOUN	passager	1	10.900212581705308
VERB	bloquer	pendant	NOUN	heure	2	9.974625892386884
VERB	recevoir	nsubj	NOUN	habitant	1	6.513881453992278
NOUN	vendredi	nmod	NOUN	matin	7	9.706832622157298
VERB	continuer	nsubj	NOUN	épisode	3	7.940966581035652
NOUN	précipitation	nmod	NOUN	vendredi	1	9.79259748205834
NOUN	région	nmod	NOUN	verglas	1	10.320486729350298
VERB	continuer	à	VERB	circuler	4	11.13145290496028
VERB	circuler	sur	NOUN	nord	3	10.58352113518409
VERB	continuer	selon	NOUN	météo	2	11.744294438256874
NOUN	neige	nmod	NOUN	département	2	8.928918953271122
NOUN	vigilance	nmod	NOUN	orange	2	9.173476119855987
VERB	placer	par	NOUN	météo	1	11.744294438256874
VERB	mesure	obj	NOUN	centimètre	1	16.616419615704714
NOUN	neige	nmod	NOUN	neige	1	8.322455383339044
VERB	mesure	dans	NOUN	région	1	11.115435507622912
VERB	décaler	vers	NOUN	centre	1	11.758438620577143
VERB	aller	de	NOUN	pays	2	8.329037032714227
NOUN	nord	nmod	NOUN	élève	1	7.769138509234352
VERB	circuler	dans	NOUN	nord	1	11.320486729350298
VERB	expliquer	obj	NOUN	écart	2	9.92293265820539
VERB	pouvoir	nsubj	NOUN	température	1	4.66222330531784
VERB	toucher	par	NOUN	vague	3	9.137987035137362
VERB	pouvoir	à	NOUN	limite	1	10.980831041913591
VERB	varier	de	NOUN	dizaine	1	12.765563055010524
NOUN	nuit	nmod	NOUN	degré	1	7.7095290200961974
NOUN	nuit	nmod	NOUN	c	1	7.602000555791752
NOUN	nuit	nmod	NOUN	commune	1	8.268956428710215
VERB	devoir	à	NOUN	topographie	1	14.964342919125023
NOUN	neige	nmod	NOUN	début	1	7.786696880618657
VERB	prévoir	obj	NOUN	lieu	1	6.427654174729274
VERB	reste	obj	NOUN	température	1	7.972563425929991
VERB	reste	nsubj	NOUN	quantité	1	10.284223185363526
VERB	entrer	en	NOUN	jeu	1	6.699687075968332
VERB	tenir	obj	NOUN	cellule	1	9.761996439990332
VERB	tenir	nsubj	NOUN	ministre	4	6.603844956523686
NOUN	neige	nmod	NOUN	réunion	1	8.90315585720604
NOUN	réunion	nmod	NOUN	mardi	1	6.127431853069431
NOUN	mardi	nmod	NOUN	soir	17	9.137488585309871
NOUN	cellule	nmod	NOUN	veille	1	13.668887035598852
NOUN	vigilance	nmod	NOUN	neige	2	8.215540179422531
VERB	concerner	par	NOUN	vigilance	1	8.553409818178915
NOUN	alerte	nmod	NOUN	heure	1	5.4721255518577
NOUN	alerte	nmod	NOUN	préfecture	1	7.781722844834343
VERB	constater	obj	NOUN	dégât	1	10.69926068464237
VERB	rencontrer	obj	NOUN	sinistré	1	9.779918347987595
NOUN	réunion	nmod	NOUN	foyer	1	11.147650132488081
VERB	passer	dans	NOUN	maison	1	8.299653225933133
VERB	permettre	obj	NOUN	secours	1	8.27656961282009
NOUN	alerte	nmod	NOUN	alerte	2	8.176440359733592
VERB	frapper	par	NOUN	inondation	1	8.668887035598852
VERB	passer	obj	NOUN	journée	1	5.565599227186829
VERB	rencontrer	obj	NOUN	habitant	1	7.079478629846503
NOUN	réunion	nmod	NOUN	mercredi	1	7.177033939269177
VERB	rendre	sur	NOUN	île	1	8.516883942153802
VERB	relever	obj	NOUN	niveau	3	9.114677192209454
VERB	relever	nsubj	NOUN	service	1	8.333662118098031
VERB	toucher	nsubj	NOUN	oeil	1	11.083924534877696
VERB	avoir	obj	NOUN	forme	3	4.96926103234365
VERB	avoir	nsubj	NOUN	nuage	1	8.148814065621718
VERB	avoir	avant	NOUN	passage	1	11.31525008098415
VERB	témoigner	nsubj	NOUN	réunionais	1	13.779918347987595
VERB	faire	nsubj	NOUN	local	1	3.9266711807454424
VERB	témoigner	après	NOUN	passage	1	12.900212581705308
VERB	faire	à	NOUN	heure	2	5.778228679583379
VERB	faire	avant	NOUN	accalmie	1	15.838812037041164
VERB	traverser	obj	NOUN	réunion	1	10.018633074625976
VERB	devoir	nsubj	NOUN	cyclone	1	5.6769453437461985
VERB	dépasser	nsubj	NOUN	vent	1	9.057452323516504
NOUN	alerte	nmod	NOUN	lundi	2	5.226481042233186
VERB	arriver	sur	NOUN	île	1	10.42377453776232
VERB	repasser	de	NOUN	alerte	1	12.26390320098393
VERB	repasser	à	NOUN	alerte	1	10.678940700262775
VERB	permettre	à	NOUN	équipe	1	6.714690725211976
NOUN	alerte	nmod	NOUN	niveau	1	6.901683468875256
VERB	appeler	à	VERB	confiner	1	10.090619187451704
VERB	activer	à	NOUN	heure	1	10.55958839310804
VERB	dépasser	obj	NOUN	kilomètre	3	9.735524228629142
VERB	frapper	obj	NOUN	île	1	8.33631169651198
VERB	pouvoir	nsubj	NOUN	secours	1	5.492298303875528
VERB	pouvoir	nsubj	NOUN	vent	1	5.425184108016991
NOUN	cyclone	nmod	NOUN	île	1	9.42377453776232
VERB	traverser	nsubj	NOUN	réunion	1	8.796240653289528
VERB	pouvoir	nsubj	NOUN	cyclone	1	5.586935178013603
VERB	devoir	nsubj	NOUN	vent	1	5.515194273749586
NOUN	neige	nmod	NOUN	image	1	7.59921350779204
VERB	installer	nsubj	NOUN	verglas	1	10.194955847266439
NOUN	ville	nmod	NOUN	département	2	8.237041248633453
VERB	installer	sur	NOUN	route	1	9.709529020096197
VERB	avoir	obj	NOUN	métier	2	5.109191293488125
VERB	prodigue	obj	NOUN	conseil	1	10.730287580262994
VERB	rouler	nsubj	NOUN	conseil	1	9.730287580262994
NOUN	porte-parole	nmod	NOUN	club	2	10.005922022876423
VERB	obliger	à	VERB	sortir	1	8.093978199541617
VERB	rouler	sur	NOUN	neige	4	11.437932600758979
VERB	faire	que	VERB	observer	1	12.379380418403866
VERB	réveiller	sou	NOUN	neige	1	10.437932600758979
VERB	rester	nsubj	NOUN	école	2	7.320814651852196
VERB	chuter	nsubj	NOUN	température	3	10.50094239828478
NOUN	-5	nmod	NOUN	degré	3	11.03145711498356
NOUN	-5	nmod	NOUN	c	3	10.923928650679114
NOUN	ville	nmod	NOUN	vendredi	1	5.400280059279581
VERB	fermer	selon	NOUN	maire	1	10.993321986096788
VERB	chuter	durer	NOUN	nuit	2	10.98498268518406
VERB	atteindre	entrer	NOUN	-5	2	17.838812037041162
VERB	fermer	dans	NOUN	ville	1	7.8884991611415165
VERB	craindre	obj	NOUN	regel	1	13.03145711498356
VERB	déplacer	nsubj	NOUN	neige	1	8.852970100037822
NOUN	moitié	nmod	NOUN	vendredi	1	6.985242560000737
VERB	attendre	pour	NOUN	journée	1	8.44006834510297
VERB	déplacer	vers	NOUN	région	1	10.115435507622912
VERB	craindre	dans	NOUN	moitié	1	11.730287580262994
NOUN	neige	nmod	NOUN	circulation	1	9.313943883483526
NOUN	autoroute	nmod	NOUN	département	1	7.3814311579686285
VERB	interdire	sur	NOUN	autoroute	2	11.412547282339066
NOUN	nuit	nmod	NOUN	département	1	7.307430576524851
VERB	attendre	durer	NOUN	nuit	1	10.98498268518406
VERB	réveiller	nsubj	NOUN	partie	1	9.616419615704716
VERB	réveiller	sou	NOUN	manteau	2	15.516883942153802
VERB	décaler	nsubj	NOUN	perturbation	1	14.838812037041164
VERB	devoir	nsubj	NOUN	verglas	1	5.915732203333315
VERB	devoir	nsubj	NOUN	froid	1	5.4721255518577
VERB	attendre	dans	NOUN	heure	1	7.559588393108039
VERB	passer	par	NOUN	nord	1	7.233023888099958
VERB	décaler	sur	NOUN	est	1	13.809064693647112
VERB	devoir	nsubj	NOUN	riverain	2	7.974625892386883
NOUN	neige	nmod	NOUN	cm	1	13.723334819621227
VERB	déneiger	devant	NOUN	lotissement	1	19.42377453776232
VERB	décorer	obj	NOUN	paysage	1	13.175847024318735
NOUN	image	nmod	NOUN	mardi	1	6.27943494651448
NOUN	nord	nmod	NOUN	nord	3	8.205009511930362
VERB	évoquer	obj	NOUN	risque	3	6.574369436814561
NOUN	autorité	nmod	NOUN	pluie	1	11.516883942153802
NOUN	neige	nmod	NOUN	météo	1	8.043854720115782
VERB	évoquer	dans	NOUN	pays	1	7.3290370327142265
NOUN	image	nmod	NOUN	est	1	10.639139692204798
NOUN	vigilance	nmod	NOUN	verglas	1	8.972563425929991
VERB	rester	selon	NOUN	météo	1	10.744294438256874
VERB	relever	depuis	NOUN	début	1	11.487136598759749
VERB	relever	en	NOUN	région	1	9.115435507622912
VERB	relever	selon	NOUN	météo	1	11.744294438256874
VERB	débuter	obj	NOUN	opération	1	7.198567100818818
NOUN	parti	nmod	NOUN	département	1	8.822003749354609
VERB	mobiliser	pour	NOUN	opération	1	8.783529601539975
VERB	affirmer	nsubj	NOUN	sdf	1	12.31525008098415
VERB	vivre	nsubj	NOUN	centaine	1	8.441493933204038
NOUN	sans-abri	nmod	NOUN	gouvernement	1	10.291917577153527
VERB	faire	pour	NOUN	sans-abri	1	11.194955847266439
VERB	vivre	dans	NOUN	rue	1	8.595638053568212
VERB	rouler	obj	NOUN	département	1	10.629358671412215
VERB	automobile	nsubj	NOUN	conseil	1	10.730287580262994
NOUN	livre	nmod	NOUN	conseil	1	6.730287580262995
VERB	automobile	sur	NOUN	glace	2	14.565793542634747
VERB	constater	obj	NOUN	enneigement	1	13.931921441432644
VERB	parcourir	obj	NOUN	route	1	8.902174098038593
VERB	glisser	dans	NOUN	saleuse	1	18.42377453776232
VERB	obliger	obj	NOUN	autorité	1	9.267691461473639
NOUN	point	nmod	NOUN	département	1	8.169927052774916
VERB	obliger	à	VERB	prendre	2	8.027704980122452
VERB	activer	obj	NOUN	niveau	1	10.40418380940444
VERB	abaisser	obj	NOUN	vitesse	1	12.401406724733866
VERB	interdire	obj	NOUN	dépassement	1	13.014383601624619
VERB	activer	nsubj	NOUN	préfecture	1	12.869185686084682
NOUN	plan	nmod	NOUN	neige	2	8.77496758803655
VERB	perturber	obj	NOUN	circulation	2	11.014383601624617
VERB	relever	dans	NOUN	métropole	2	12.79441791768271
VERB	invite	obj	NOUN	parent	1	10.54725759119732
VERB	garder	obj	NOUN	enfant	1	7.2500974014589
VERB	invite	obj	NOUN	département	1	9.307430576524851
VERB	invite	nsubj	NOUN	maire	1	7.823396984654476
VERB	garder	à	NOUN	maison	1	11.884615726654289
VERB	voici	obj	NOUN	image	1	5.212190384682793
VERB	envoyer	à	NOUN	bfmtv	1	10.572025496346262
VERB	avoir	obj	NOUN	plan	1	2.755554338873425
VERB	annoncer	obj	NOUN	département	1	3.6635743867501267
VERB	mettre	en	NOUN	route	1	4.030048920590751
VERB	préparer	à	NOUN	chute	1	7.196459437856826
VERB	annoncer	dans	NOUN	département	2	8.38143115796863
VERB	préparer	obj	NOUN	département	2	6.796468657247472
VERB	concerner	obj	NOUN	particulier	1	7.572025496346262
VERB	concerner	comme	NOUN	autorité	1	12.075046383531243
VERB	concerner	dans	NOUN	région	1	10.115435507622912
NOUN	niveau	nmod	NOUN	département	1	9.044396170691059
VERB	activer	par	NOUN	préfecture	1	12.869185686084682
VERB	activer	jusque	NOUN	jeudi	1	9.91994879976657
VERB	préférer	obj	NOUN	température	1	10.03145711498356
VERB	partager	nsubj	NOUN	parc	1	8.581424194348513
VERB	recevoir	nsubj	NOUN	pays	1	5.289508668527589
VERB	préciser	nsubj	NOUN	parc	1	7.9184591816260825
VERB	profiter	de	NOUN	neige	2	7.737492882617887
VERB	profiter	dans	NOUN	parc	1	12.166386695069669
